in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48723916,No Help Desk support needed: self-resolved,2026-03-03 08:22:39,2026-03-03 08:22:41,phone error,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly marked as self-resolved with no help desk support needed.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48710358,No Help Desk support needed: self-resolved,2026-03-02 13:39:10,2026-03-02 13:39:13,Dead Air was reported for call: 2762120965,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked self-resolved; aligns to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk']",True,Unknown
INC48701551,No Help Desk support needed: self-resolved,2026-03-02 09:47:10,2026-03-02 09:47:13,ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48737604,No Help Desk support needed: self-resolved,2026-03-03 14:47:20,2026-03-03 14:47:22,"My provider chat was reassign to another agent because I was not able to reply within 5 minutes. I was just waiting for their 3rd member, I didn't notice that they already replied.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,"Marked as self-resolved with no support required, which is an informational user self-resolve event.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48741390,No Help Desk support needed: self-resolved,2026-03-03 17:34:46,2026-03-03 17:34:47,submit a ticket,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Self-resolved informational ticket.,[],True,Unknown
INC48724816,No Help Desk support needed: self-resolved,2026-03-03 08:49:51,2026-03-03 08:49:52,VPN disconnecting and could not get into GXC,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Description states 'No Help Desk support needed: self-resolved', which directly maps to User Self-Resolved under OperationalEvents.","['self-resolved', 'no help desk', 'informational']",True,Unknown
INC48706517,No Help Desk support needed: self-resolved,2026-03-02 11:54:49,2026-03-02 11:54:54,•Issue: received a call but no one is responding •Resolution: disconnected the call  UUID: 00100481791772472922,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states self-resolved; no help desk needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48704170,No Help Desk support needed : self-resolved,2026-03-02 10:53:31,2026-03-02 10:53:33,I can't get myself for,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved and no Help Desk support needed.,"['self-resolved', 'no support needed']",True,Unknown
INC48740747,No Help Desk support needed: self-resolved,2026-03-03 16:46:29,2026-03-03 16:46:30,i logged in late for lan issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Ticket explicitly states no help desk needed; self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48735191,No Help Desk support needed: self-resolved,2026-03-03 13:33:15,2026-03-03 13:33:17,GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Self-resolved and no support needed, mapping to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48701232,No Help Desk support needed: self-resolved,2026-03-02 09:39:49,2026-03-02 09:39:51,my ethernet was not working so i didnot able to login on time,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket text states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48699948,No Help Desk support needed: self-resolved,2026-03-02 09:07:57,2026-03-02 09:07:59,wifi-vpn issues. resolved,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Explicitly marked as no help desk support needed: self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48733482,No Help Desk support needed: self-resolved,2026-03-03 12:43:26,2026-03-03 12:43:28,can't click anything on the screen while on call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48713882,No Help Desk support needed: self-resolved,2026-03-02 15:27:56,2026-03-02 15:27:58,RESTART LAPTOP,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states no Help Desk needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48726625,No Help Desk support needed: self-resolved,2026-03-03 09:35:10,2026-03-03 09:35:13,NEED TICKET FOR DOCUMENTATION PURPOSES ONLY,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48710804,No Help Desk support needed: self-resolved,2026-03-02 13:52:21,2026-03-02 13:52:22,Dead Air was reported for call: 2762128037 GHOST CCALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48703368,No Help Desk support needed: self-resolved,2026-03-02 10:32:32,2026-03-02 10:32:34,station is not working,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']",True,Unknown
INC48736577,No Help Desk support needed: self-resolved,2026-03-03 14:14:58,2026-03-03 14:15:00,While on call w/ mbr lost power and internet connection. Had to reboot system and reconnect to vpn. Happened at 1:51-1:59 CST on 3/3/26,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly says no help desk support needed: self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48739415,No Help Desk support needed: self-resolved,2026-03-03 15:49:25,2026-03-03 15:49:27,Lost internet connection,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Title explicitly states self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48733297,No Help Desk support needed: self-resolved,2026-03-03 12:37:47,2026-03-03 12:37:50,00098410921772561579-  while checking the information pv disconnected the call/ called back but the number is not available/ left vm,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket description matches a self-resolved scenario; classify as OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48708897,No Help Desk support needed: self-resolved,2026-03-02 13:00:24,2026-03-02 13:00:26,"ACET NOT SENDING BENEFITS, CLEARED CACHE ISSUE RESOVLED",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved with no Help Desk support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48735378,No Help Desk support needed: self-resolved,2026-03-03 13:38:50,2026-03-03 13:38:52,detects is down. unable to load page.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Marked self-resolved; fits OperationalEvents > User Self-Resolved.,['self-resolved'],True,Unknown
INC48706920,No Help Desk support needed : self-resolved,2026-03-02 12:05:49,2026-03-02 12:05:51,power outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved in the description.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48706825,No Help Desk support needed : self-resolved,2026-03-02 12:02:52,2026-03-02 12:02:54,internet outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly indicates self-resolved and no support needed.,"['self-resolved', 'No Help Desk support']",True,Unknown
INC48742107,No Help Desk support needed: self-resolved,2026-03-03 18:50:11,2026-03-03 18:50:12,"Unable to respond to or manage calls due to technical issues with avaya and LAN connection, which led to call drops on hold AND SOME ANI WERE NOT FOUND, ANI- 6202914041, 7157627311, 4075109508, 4694535681, 8555141289, 6292553514, 8663835391, 8172940934, 4088213454, 5123219091",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,"Incident states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support']",True,Unknown
INC48726890,No Help Desk support needed: self-resolved,2026-03-03 09:42:46,2026-03-03 09:42:48,ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Clearly identified as self-resolved; informational ticket.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48729545,No Help Desk support needed : self-resolved,2026-03-03 10:52:11,2026-03-03 10:52:13,my headset will not work on my computer,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48705821,No Help Desk support needed: self-resolved,2026-03-02 11:36:36,2026-03-02 11:36:39,internet outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; mapped to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support']",True,Unknown
INC48722054,No Help Desk support needed: self-resolved,2026-03-03 07:17:21,2026-03-03 07:17:23,system restart,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and was self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48701623,No Help Desk support needed: self-resolved,2026-03-02 09:49:21,2026-03-02 09:49:22,"At 8:30am, Genesys app was not allowing Cn to sign on for shift as well as moving extrememly slow, CN  did hard reset on PC and restarted the PC.  Once PS was back on CN was able to sign into genesys and log on. WFM notified.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Self-resolved stated; fits ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48714953,No Help Desk support needed: self-resolved,2026-03-02 16:06:54,2026-03-02 16:06:56,DISCONNECTED CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48731445,No Help Desk support needed: self-resolved,2026-03-03 11:43:34,2026-03-03 11:43:36,I have to log out restart due to system update and will not be able to take calls for few minutes,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,"Explicitly marked self-resolved; no support needed, mapping to OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48733084,No Help Desk support needed: self-resolved,2026-03-03 12:31:11,2026-03-03 12:31:13,Software Update- Automatic Restart,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Incident explicitly states self-resolved with no help desk support needed, mapping to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48714196,No Help Desk support needed: self-resolved,2026-03-02 15:39:05,2026-03-02 15:39:06,"I was able to go online on time of my shift howevver there was no WAT and genesys app, so I need to go onsite to install all of the applications by IT Department. I was able to go onsite and have assistance with the IT Department.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Subject states self-resolved; no service desk action required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48713638,No Help Desk support needed: self-resolved,2026-03-02 15:19:28,2026-03-02 15:19:30,power outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"No Help Desk support needed and self-resolved, aligning with User Self-Resolved.","['self-resolved', 'no support needed']",True,Unknown
INC48727266,No Help Desk support needed: self-resolved,2026-03-03 09:54:06,2026-03-03 09:54:08,GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Self-resolved; no HD support needed.,"['self-resolved', 'no help desk']",True,Unknown
INC48733663,No Help Desk support needed: self-resolved,2026-03-03 12:48:30,2026-03-03 12:48:33,CXone restart 12:41 - internet connection issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly indicates self-resolved with no help desk support required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48715483,No Help Desk support needed: self-resolved,2026-03-02 16:30:48,2026-03-02 16:30:50,system update- laptop restarted,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,"Incident explicitly notes 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48740411,No Help Desk support needed: self-resolved,2026-03-03 16:29:45,2026-03-03 16:29:47,ani:6024074435 mem id:C32575143  ani:4072146845 mem id:C01947070  ani:7472217862 mem id:C14745584  ANI:7045127294 MEM ID:C06602860/CALLER COULD NOT HEAR MY VOICE  mem id:C37306469 ani:7472123741/ caller voice was not proper  ani:3034865400 mem id:C26043173  ani:4077765426 mem id:C19285510,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
