in_id,assignment,first_assignment_group,brief_description,opened_at,closed_at,action,resolution,update_action_ess,uh_ess_errormsg,update_action,comments,uh_monitoring_notes,ai_l1,ai_l2,ai_l3,vendor,ai_confidence,ai_self_resolved,ai_rationale,ai_keywords,ai_root_cause_indicator,ai_root_cause
INC47979436,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Windows - How To: Reactivate an MS domain ID,2026-01-23 06:26:26,2026-01-23 06:29:49,"I don't have any tickets, I'm just trying to log into my computer and it's saying my account has been disabled.",Advised to contact Manager to activate MS Domain ID.,"I don't have any tickets, I'm just trying to log into my computer and it's saying my account has been disabled.",unable to log into their computer due to a disabled account,"01/23/2026 06:28:49 - VARSHA VENNAVELLY (Work notes)

Knowledge article KB0137115: 
Windows - How To: Reactivate an MS domain ID

01/23/2026 06:28:27 - VARSHA VENNAVELLY (Work notes)
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079LGA^
Summary:
- Product/Features/Services: MS account login issue
- Issue/Issues: Caller is unable to log into their computer due to a disabled account
-Verified the user through last four digits of SSN by USP
- Troubleshooting: 
  - Verified caller's identity using employee ID and last four digits of Social Security number
  - Checked the status of the caller's MS account
  - Confirmed that the MS account is disabled
  - Informed the caller to reach out to their manager to reactivate the MS account
- Resolution: The caller needs to contact their manager to enable their MS account in order to log into their device.

01/23/2026 06:26:26 - VARSHA VENNAVELLY (Work notes)
Incident created from Interaction IMS1408789

01/23/2026 06:26:26 - VARSHA VENNAVELLY (Additional comments)
I don't have any tickets, I'm just trying to log into my computer and it's saying my account has been disabled.",Windows 10 is the operating system for all workstations in the UHG environment,,EndUserSupport,SupportRequests,How-To/Config Questions,,0.9,False,"Request is a Windows how-to (reactivate MS domain ID), which fits EndUserSupport > SupportRequests > How-To/Config Questions.","['Windows', 'How To', 'reactivate', 'domain ID']",User_Error,User needs guidance on reactivating an MS domain ID (training/how-to).
INC47979491,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:31:17,2026-01-23 06:31:18,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Marked as self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support']",Unknown,User resolved issue without assistance; no specific cause stated.
INC47979497,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:31:42,2026-01-23 06:31:43,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Marked as self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support']",Unknown,User resolved issue without assistance; no specific cause stated.
INC47979500,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:32:06,2026-01-23 06:32:07,drop call,Closed by Caller,drop call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Marked as self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support']",Unknown,User resolved issue without assistance; no specific cause stated.
INC47979346,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Genesys (Orange): Unable to see options to disconnect or transfer calls,2026-01-23 06:17:27,2026-01-23 06:32:27,"This is Genesys , that I am having problem with, I can't see the sections where I can disconnect or transfer",Clear browsing data for Microsoft Edge,"This is Genesys , that I am having problem with, I can't see the sections where I can disconnect or transfer",Unable to see options to disconnect or transfer calls,"01/23/2026 06:32:07 - ZAINAB BEGUM (Work notes)
Call Summarization from IM:
^UUID: 01HM5A7RBGCDJ0AR2FRHO2LAES079NQU^
Summary:
- Product/Features/Services: Genesys call handling application
- Issue/Issues: Unable to see options to disconnect or transfer calls
- Troubleshooting: 
   -IVR authenticated.
  - Confirmed the caller's name and phone number
  - Initiated a remote session using Bomgar
  - Logged the caller off from Genesys to troubleshoot
  - Cleared browsing data and reset the browser
  - Instructed the caller to relaunch Genesys and test call functionality
- Resolution: The issue was resolved by clearing the browsing data, which fixed the glitch preventing the caller from seeing the options to disconnect or transfer calls.

01/23/2026 06:31:22 - ZAINAB BEGUM (Work notes)

Knowledge article KB0152597: 
Issues Opening or Starting Genesys Workspace on a Local Machine (Orange)

01/23/2026 06:17:27 - ZAINAB BEGUM (Work notes)
Incident created from Interaction IMS1408738

01/23/2026 06:17:27 - ZAINAB BEGUM (Additional comments)
This is Genesys , that I am having problem with, I can't see the sections where I can disconnect or transfer",Edge is the newest browser from Microsoft based on the Chromium engine. It will be our standard browser of the future.,,TelephonyContactCenter,ContactCenter,Agent Desktop,Genesys,0.88,False,Issue in Genesys contact center where agent cannot see call control options aligns with TelephonyContactCenter > ContactCenter > Agent Desktop.,"['Genesys', 'disconnect', 'transfer', 'options missing']",Configuration,Likely Genesys agent profile/permissions or UI configuration hiding call control options.
INC47979513,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:33:21,2026-01-23 06:33:22,generate me a ticket for a dropped call and system issues for documentation purposes,Closed by Caller,generate me a ticket for a dropped call and system issues for documentation purposes,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Marked as self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support']",Unknown,User resolved issue without assistance; no specific cause stated.
INC47978011,TSC HELP DESK - SPT,CLINICAL SUPPORT CENTER - DSK,Cisco Secure Client - Host Scan Mission is Complete or Stuck on Host Scan,2026-01-23 03:06:20,2026-01-23 03:09:38,host scan is stuck in connecting from the vpn,ran my tech and do the fix,host scan is stuck in connecting from the vpn,host scan is stuck in connecting from the vpn,"01/23/2026 03:36:23 - JASON JULIANO (Work notes)
Call Summarization from IM:
^UUID: 00DL0C7V9KCDJ04JVRR1O2LAES079GK9^
Summary:
- Product/Features/Services: VPN connection issues with Cisco secure client
- Issue/Issues: Unable to connect to VPN, experiencing slowness in computer
- Troubleshooting: 
  - Verified the caller's account
  - Inquired about the Internet service provider and connection type
  - Attempted to remote into the caller's machine using Bomgar
  - Generated session key for remote access
  - Checked the status of the VPN connection and error messages
  - Deleted cache and temporary files to improve computer performance
  - Restarted the computer to apply changes
- Resolution: The VPN connection was successfully established, and the computer's performance was improved. The caller was advised to reach out for further assistance if issues arise again.

01/23/2026 03:35:49 - JASON JULIANO (Work notes)
 IVR Authenticated
ISP - Spectrum (company)
did power cycle for 5 minutes
Remotely access user's computer 
ran my tech and do the fix
able to connect now

01/23/2026 03:09:38 - JASON JULIANO (Work notes)
 IVR Authenticated
ISP - Spectrum (company)
did power cycle for 5 minutes
Remotely access user's computer 
ran my tech and do the fix
able to connect now
Knowledge article KB0147081: 
Cisco Secure Client - Host Scan Mission is Complete or Stuck on Host Scan

01/23/2026 03:06:20 - JASON JULIANO (Work notes)
Incident created from Interaction IMS1408362

01/23/2026 03:06:20 - JASON JULIANO (Additional comments)
host scan is stuck in connecting from the vpn",VPN software for establishing VPN connectivity for remote users to the UHG network.,,Network,VPN_RemoteAccess,Cisco Secure,Cisco,0.88,False,Cisco Secure Client host scan behavior is a VPN client issue; matches Network > VPN_RemoteAccess > Cisco Secure.,"['Cisco Secure Client', 'Host Scan', 'stuck', 'mission complete']",Configuration,Cisco Secure Client posture/host scan policy or module misconfiguration causing scan to loop or complete unexpectedly.
INC47978002,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Testing EVA Live chat,2026-01-23 03:02:54,2026-01-23 03:17:49,Unable to login to live chat,Unneeded ticket,Unable to login to live chat,,"01/23/2026 03:17:49 - KHRISTINE TARIL (Work notes)
testing eva live chat
Unneeded ticket",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,ProcessInformational,OperationalEvents,Informational Ticket,,0.8,False,"Described as testing EVA Live chat, indicating an informational/test ticket rather than an outage or error.","['Testing', 'EVA', 'Live chat']",Unknown,Test activity; no incident cause indicated.
INC47978086,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Headsets - Troubleshoot Headset Issues (Windows),2026-01-23 03:24:38,2026-01-23 03:30:51,i need to request for the headset,requested for the headset,i need to request for the headset,peripheral request,"01/23/2026 03:30:51 - JEEVAN KUMAR KARNAM (Work notes)
Call Summarization from IM:
^UUID: 01156E7QBOCDJF4U0RRHO2LAES079LAL^
Summary:
- Product/Features/Services: Requesting a headset through the portal
- Issue/Issues: Caller unable to find the link to request a headset
- Troubleshooting: 
  - verified with last 4 digits SSN and Hire date via USP
  - Shared the portal link for requesting peripherals
  - Guided the caller to navigate the portal for headset request
  - Instructed the caller to use the Bomgar application for screen sharing
  - Provided session key for Bomgar application
  - Confirmed the type of headset request (new vs. replacement)
  - Informed the caller about receiving an email once the headset is ready
- Resolution: A ticket was created for the headset request, and the caller was advised to check their email for further instructions.

01/23/2026 03:29:48 - JEEVAN KUMAR KARNAM (Work notes)

Knowledge article KB0151253: 
Headsets - Troubleshoot Headset Issues (Windows)

01/23/2026 03:24:38 - JEEVAN KUMAR KARNAM (Additional comments)
i need to request for the headset

01/23/2026 03:24:38 - JEEVAN KUMAR KARNAM (Work notes)
Incident created from Interaction IMS1408456",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,TelephonyContactCenter,UnifiedCommunications,Headset Configuration,,0.9,False,Headset troubleshooting on Windows matches TelephonyContactCenter > UnifiedCommunications > Headset Configuration.,"['Headsets', 'Troubleshoot', 'Windows']",Configuration,Likely incorrect headset settings or Windows audio device configuration/driver issues.
INC47978037,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Common Issues for New or Replacement Computers,2026-01-23 03:14:20,2026-01-23 03:34:02,I got optum laptop unable to login confirm user credentials.,Guided user to reboot and try again to login.,I got optum laptop unable to login confirm user credentials.,Unable to login not taking credentials,"01/23/2026 03:34:33 - PINKI - (Work notes)
Call Summarization from IM:
^UUID: 02B0NT7UD8CDJB1TVVR1O2LAES07A4KI^
Summary:
- Product/Features/Services: Optimum laptop login issue
- Issue/Issues: User unable to log in to the laptop, receiving error code 80004005
- Troubleshooting: 
-Verified users' last 4 digits of ssn and Vendor name
  - Asked user to read the complete error message
  - Instructed user to check the number of icons on the login screen
  - Suggested a hard reboot of the laptop
  - Guided user through the reboot process
  - Checked for sign-in options after reboot
  - Advised user to try logging in with MSID
  - Verified device status and serial number
  - Informed user about potential delays in device configuration
- Resolution: User was informed that the device is enabled and may take time to configure; advised to wait for the machine number to reflect in the App Store for further software installation.

01/23/2026 03:29:46 - PINKI - (Work notes)

Knowledge article KB0099481: 
Common Issues for New or Replacement Computers

01/23/2026 03:14:20 - PINKI - (Additional comments)
I got optum laptop unable to login confirm user credentials.

01/23/2026 03:14:20 - PINKI - (Work notes)
Incident created from Interaction IMS1408421",,,EndUserSupport,SupportRequests,How-To/Config Questions,,0.65,False,User-facing guidance about common issues during new or replacement computer setup aligns to support request for configuration/how-to assistance.,"['new computer', 'replacement', 'common issues', 'setup', 'configuration']",Configuration,Device not fully configured post-replacement; user needs guidance to complete setup.
